Serial§Event§Code region§region§Code district§district§Code village§village§Location§Date (YMD)§Comments§Cause§Description of Cause§Source§Magnitude§GLIDEnumber§Other sectors§DataCards§Deaths§Injured§Missing§Houses Destroyed§Houses Damaged§Victims§Affected§Relocated§Evacuated§Losses $USD§Losses $Local§Education centers§Hospitals§Damages in crops Ha.§Duration (d)§fichas.latitude§fichas.longitude§Formula§Dead of Male§Dead of Female§Additional Loss from Fire(NRs)§Type of Relief provided§Relief
97283§HAIL STORM§004§Mid-Western Region§004010063§Jumla§004010063013§HAKU§§1997/10/10§Rice farming in the land of 375 hectares of land was damaged.It also damaged vegtables, millet and potato.§OTHER§§Kantipur,1997-10-18,Y-5,N-238§§§§1§§§§§§§§§§§§§§375§§§§§§§§§
01283§THUNDERSTORM§002§Central Region§002005028§Nuwakot§002005028018§DEURALI§Diling§2001/4/29§2 oxes were dead,Other loss value not mentioned§OTHER§§Kantipur,2001-05-02,Y-74,N-9§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
97286§HAIL STORM§005§Far Western Region§005014070§Doti§005014070008§CHHAPALI§Lalagada,Khirsain,Gairagaun,Bagalekh,Nirauli,Gadasera,Toleni§1997/10/21§It damaged 75% of crops of nine V.D.Cs'§TECHNICAL FAILU§§Kantipur,1997-10-22,Y-5,N-242§§§§1§§§§§§§§§§§§§§§§§§§§§§§
00035§SNOW STORM§004§Mid-Western Region§004010066§Humla§004010066024§SIMIKOT§§2000/2/17§§OTHER§§Gorkhapatra, 2000-2-17, Y-99, N-278§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01284§THUNDERSTORM§004§Mid-Western Region§004011060§Dailekh§004011060037§NARAYA N.P.§Khursanibari-3§2001/5/1§Two buffaloes were dead§OTHER§Thunder bolt on transformer§Kantipur,2001-05-02,Y-74,N-9§§§§1§§10§§§1§§§§§§§§§§§§§§§§§§
00246§THUNDERSTORM§001§Eastern Region§001003004§Jhapa§001003004001§DAMAK MUN.§Ward No:17§2000/7/4§§OTHER§§Kantipur 2000-07-05,Y-8,N-139§§§§1§1§2§§§§§§§§§§§§§§§§§§§§§
97287§HAIL STORM§003§Western Region§003008044§Parbat§§§§1997/10/14§Hailstorm damaged rice,millet of 19 V.D.Cs§OTHER§It occured in 19 V.D.Cs'§Gorkhapatra,1997-10-23,Y-97,N-167§§§§1§§§§§§§§§§§6000000§§§§§§§§§§§§
01286§HAIL STORM§003§Western Region§003008038§Tanahu§003008038023§GHANSIKUWA§§2001/4/27§Other VDCs as Bandipur,Anbu,Bhanu were affected§OTHER§Vegetables and foods were damaged§Kantipur,2001-05-02,Y-74,N-9§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01287§HAIL STORM§002§Central Region§002005024§Kavre§002005024034§PANUTI  MUNICIPALITY§§2001/4/30§§OTHER§Hailstorm and strong wind damaged crops§Kantipur,2001-05-02,Y-74,N-9§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01004§SNOW STORM§004§Mid-Western Region§004010063§Jumla§§§Upper part of the district§2001/1/1§Different transportation infrastructures covered with frozen ice.§OTHER§§Kantipur,2001-1-5,Y-8,N-315§upto 6 inches§§§1§§§§§§§§§§§§§§§§§§§§§§§
01288§THUNDERSTORM§001§Eastern Region§001003004§Jhapa§001003004030§PRITHIVINAGAR§Ward-5§2001/5/2§§OTHER§§Kantipur,2001-05-03,Y-75,N-9§§§§1§1§6§§§§§§§§§§§§§§§§§§§§§
01289§THUNDERSTORM§002§Central Region§002005020§Sindhuli§002005020030§Ranichuri§Ward-4§2001/5/2§§OTHER§Thunderbolt on house§Kantipur,2001-05-03,Y-75,N-9§§§§1§§§§2§§§§§§§150000§§§§§§§§§§§§
01290§STRONG WIND§002§Central Region§002005020§Sindhuli§002005020031§Jalkanya§ward-6,7§2001/4/29§§OTHER§Storm blown up roofs of the houses§Kantipur,2001-05-03,Y-75,N-9§§§§1§§§§§150§§§§§§300000§§§§§§§§§§§§
00248§RAINS§001§Eastern Region§001003005§Morang§001003005006§Rangeli§§2000/7/4§§OTHER§§Gorkhapatra 2000-07-05,Y-100,N-61§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01418§THUNDERSTORM§002§Central Region§002005028§Nuwakot§§§§2001/7/3§§OTHER§Thunder-Storm §Kantipur,2001-7-4,Y-9,N-137.§§§§1§6§§§1§§§§§§§§§§§§§§§§§§§
01292§HAIL STORM§003§Western Region§003008044§Parbat§003008044017§DEUPURE§§2001/4/29§44 Hectares of orange fruits were destroyed§OTHER§Hailstorm damaged vegetables and fruits§Kantipur,2001-05-04,Y-76,N-9§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97291§THUNDERSTORM§003§Western Region§003008040§Kaski§003008040006§BHARATPOKHARI§Ward No:4§1997/10/24§§OTHER§Thunderbolt§Kantipur,1997-10-27,Y-5,N-247§§§§1§1§9§§§§§§§§§§§§§§§§§§§§§
01293§STRONG WIND§004§Mid-Western Region§004012058§Bardiya§004012058032§TARATALE§§2001/5/1§Roofs of primary school as well as  19 electricity poles were damaged§OTHER§Storm damaged electrical pole§Kantipur,2001-05-04,Y-76,N-9§§§§1§§§§§§§§§§§§1§§§§§§§§§§§
01419§THUNDERSTORM§002§Central Region§002004029§Rasuwa§002004029004§Saramthali§Ward no-6§2001/7/3§§OTHER§Thunder-Storm§Kantipur,2001-7-4,Y-9,N-136.§§§§1§6§§§§§§§§§§§§§§§§§§§§§§
00249§THUNDERSTORM§001§Eastern Region§001003004§Jhapa§001003004004§GAURADAHA§Ward No:3§2000/7/4§§OTHER§§kantipur2000-07-05,Y-8,N-139§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
97292§HAIL STORM§001§Eastern Region§001001009§Sankhuwasabha§001001009019§Khadbari Municipali§Ward No:1,3,4,5,11,12,13§1997/10/27§Hailstorm damaged crops as rice maize,fruits, vegetable and millet.Roof of one school was also damaged.§OTHER§§Gorkhapatra,1997-10-29,Y-97,N-173§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01294§STORM§004§Mid-Western Region§004012057§Banke§§§§2001/5/1§Strom damaged electricity and telephone wire§OTHER§§Kantipur,2001-05-04,Y-76,N-9§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01296§STRONG WIND§005§Far Western Region§005015071§Kailali§005015071004§BHAJANI§Balchaur,Dillinagar§2001/5/4§Loss value not mentioned§OTHER§Storm damaged 300 houses partially§Kantipur,2001-05-05,Y-77,N-9§§§§1§1§§§§300§§§§§§§§§§§§§§§§§§
01297§STRONG WIND§005§Far Western Region§005015071§Kailali§005015071006§CHAUMALA§Choumala§2001/5/5§Electric supply block§OTHER§§Kantipur,2001-05-05,Y-77,N-9§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
97295§HAIL STORM§002§Central Region§002005030§Dhading§002005030047§KHARI§§1997/11/3§Damaged crops of 142 hectares§OTHER§§Kantipur,1997-11-7,Y-5,N-257§§§§1§§§§§§§142§§§§1600000§§§41§§§§§§§§§
01299§STRONG WIND§003§Western Region§003009048§Nawalparasi§§§Most of VDCs§2001/5/4§§OTHER§§Kantipur,2001-05-05,Y-77,N-9§§§§1§§§§§12§§§§§§100000§§§§§§§§§§§§
97296§HAIL STORM§003§Western Region§003008039§Syangja§003008039014§CHITRE BHANJYANG§Ward No:1,3,4,6,7§1997/11/4§It damaged 1058 quintals of rice crops.§OTHER§§Gorkhapatra,1997-11-9,Y-97,N-180§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01423§THUNDERSTORM§002§Central Region§002005028§Nuwakot§002005028005§BETINI§§2001/7/1§Thunder-Storm at Working field.§OTHER§Thunder-Storm at Working field.§Kantipur,2001-7-6,Y-9,N-139.§§§§1§6§§§§§§§§§§§§§§§§§§§§§§
01301§THUNDERSTORM§005§Far Western Region§005015072§Kanchanpur§§§Ultakham§2001/5/3§Loss Value not mentioned§OTHER§§Kantipur,2001-05-05,Y-77,N-9§§§§1§1§2§§§1§§§§§§§§§§§§§§§§§§
97297§HAIL STORM§003§Western Region§003008040§Kaski§003008040016§HEMJA§Ward No:4,5,6,7,8,9§1997/11/12§50% of rice and millet was destroyed.§OTHER§§Gorkhapatra,1997-11-14,Y-97,N-185§§§§1§§§§§§§§§§§1500000§§§150§§§§§§§§§
01424§THUNDERSTORM§002§Central Region§002005028§Nuwakot§002005028014§CHAUGHADA§Khadkhar-7§2001/7/5§Thunder-Storm on a shed.§OTHER§Thunder-Storm on a shed.§Kantipur,2001-7-6,Y-9,N-139.§§§Shed was damaged and 5 checkens were died.§1§2§§§§§§§§§§§§§§§§§§§§§§
01303§STORM§005§Far Western Region§005015072§Kanchanpur§005015072010§LAXMIPUR§§2001/5/4§One tower and 35 poles were destroyed§OTHER§§Kantipur,2001-05-05,Y-77,N-9§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01304§STORM§002§Central Region§002005031§Makwanpur§002005031012§HETAUDA MUNICIPALITY§§2001/5/4§Loss value not mentioned§OTHER§FM tower was damaged§Kantipur,2001-05-05,Y-100,N-354§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01305§STORM§002§Central Region§002006018§Mahotari§§§§2001/5/5§Telephone and Electricity wire were damaged.Loss value not mentioned§OTHER§§Gorkhapatra,2001-05-06,Y-100,N-355§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97298§HAIL STORM§002§Central Region§002005030§Dhading§002005030030§JHARLANG§Sertung,Dharkha§1997/11/16§Hailstorm damaged  1440,62,1500,480,2400 and  528 quintals of rice,peas, millet,mustard,wheat and soyabean respectively.§OTHER§§Gorkhapatra,1997-11-18,Y-97,N-189§§§§1§§§§§§§§§§§6300000§§§§§§§§§§§§
01426§THUNDERSTORM§002§Central Region§002006017§Dhanusa§002006017016§Batweswar§§2001/7/7§§OTHER§Thunder-Storm on mango trees.§Gorkhapatra,2001-7-8,Y-101,N-63.§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
01308§STORM§005§Far Western Region§005015071§Kailali§005015071006§CHAUMALA§§2001/5/4§Other losses not mentioned§OTHER§§Kantipur,2001-05-07,Y-9,N-80§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01427§THUNDERSTORM§002§Central Region§002006032§Rautahat§002006032021§PAURAI§§2001/7/8§Thunder-Storm  on the tree where livestock were kept.§OTHER§Thunder-Storm on the tree.§Gorkhapatra,2001-7-9,Y-101,N-64.§§§§1§§§§§§§§§§§§§§§§§§§§§§§
00252§THUNDERSTORM§002§Central Region§002006032§Rautahat§002006032007§SANTAPUR§§2000/7/5§One cow shed was destroyed§§§Kantipur 2000-07-06,Y-8,N-139§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
01312§HAIL STORM§005§Far Western Region§005015071§Kailali§005015071028§NIGALI§§2001/5/6§§OTHER§Hailstorm damaged crops§Kantipur,2001-05-07,Y-9,N-80§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01313§THUNDERSTORM§005§Far Western Region§005015072§Kanchanpur§005015072011§MAHENDRA NAGAR N.P.§Ward-2§2001/5/3§Loss value not mentioned§OTHER§§Gorkhapatra,2001-05-07,Y-101,N-1§§§§1§1§2§§§1§§§§§§§§§§§§§§§§§§
00254§THUNDERSTORM§001§Eastern Region§001003004§Jhapa§001003004045§BHUDHABARE§Ward No:2§2000/7/7§§§§Kantipur 2000-07-08,Y-8,N-141§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
00062§HAIL STORM§005§Far Western Region§005015071§Kailali§§§Different VDCs§2000/3/9§Water season crops, fruits and vagetables crops were destroyed by hailstorm. Affected VDCs were; Baliya, Pathriya, Jankinagar, Manuwa.§OTHER§§Kantipur, 2000-3-9, Y-8, N-21§§§§1§§§§§§§§§§§800000§§§§§§§§§§§§
01317§THUNDERSTORM§003§Western Region§003008046§Gulmi§003008046023§DAHA§Maghgaun-7§2001/5/6§§OTHER§§Kantipur,2001-05-09,Y-9,N-81§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01318§THUNDERSTORM§003§Western Region§003008046§Gulmi§003008046023§DAHA§Charithum§2001/5/8§Loss value not mentioned§OTHER§§Kantipur,2001-05-09,Y-9,N-81§§§§1§§§§2§§§§§§§§§§§§§§§§§§§
01319§HAIL STORM§002§Central Region§002006034§Parsa§§§§2001/5/7§12 Cattles were dead§OTHER§§Kantipur,2001-05-09,Y-9,N-81§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01320§THUNDERSTORM§001§Eastern Region§001002007§Dhankuta§001002007013§BHEDETAR§§2001/4/26§§OTHER§Thunderstrom damaged telephone tower§Gorkhapatra,2001-05-09,Y-101,N-03§§§§1§§§§§§§§§§§§§§§§§§§§§§§
00068§SNOW STORM§004§Mid-Western Region§004010066§Humla§004010066024§SIMIKOT§§2000/3/14§Many peoples were affected.§OTHER§§Gorkhapatra, 2000-3-15, Y-99, N-305§§§§1§§§§§§§§§§§§§§§3§§§§§§§§
97308§SNOW STORM§005§Far Western Region§005013075§Darchula§§§Charangu§1997/12/12§Snow fall upto 4 ft which affected more than 250 people and was rescued by Royal Nepal Armys' helicopter.§OTHER§§Gorkhapatra,1997-12-12,Y-97,N-214§4 ft§§§1§§§4§§§§250§§§§§§§§7§§§§§§§§
01034§THUNDERSTORM§004§Mid-Western Region§004012058§Bardiya§004012058020§MOTIPUR§Word no-4.§2001/7/10§§OTHER§When farmers were planning paddy.§Kantipur,2001-7-11,Y-9,N-144.§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01324§HAIL STORM§001§Eastern Region§001002010§Bhojpur§001002010051§SHYAMSHILA§Ward-4,5§2001/5/9§§OTHER§Hailstrom damaged crops§Kantipur,2001-05-10,Y-9,N-82§§§§1§§§§§§§§§§§§§§§§§§§§§§§
00072§THUNDERSTORM§004§Mid-Western Region§004012056§Dang§004012056017§HEKULI§ward-1, Baibang§2000/3/15§Loss value was not mentioned.§OTHER§§Gorkhapatra, 2000-3-16, Y-99, N-306§§§§1§1§§§1§§§§§§§§§§§§§§§§§§§
01327§HAIL STORM§004§Mid-Western Region§004011059§Surkhet§004011059043§RAMGHAT§§2001/5/9§Loss value not mentioned§OTHER§ 75% of crops were damaged§Kantipur,2001-05-10,Y-9,N-82§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97314§THUNDERSTORM§002§Central Region§002005031§Makwanpur§002005031023§THINGAN§Ward No:3§1997/12/14§Thunderbolt in a school §OTHER§thunderbolt§Kantipur,1997-12-16,Y-5,N-293§§§§1§2§13§§§§§§§§§§§§§§§§§§§§§
00073§THUNDERSTORM§004§Mid-Western Region§004012056§Dang§004012056023§MANPUR§ward-1§2000/3/15§Loss value was not reported.§OTHER§House was destroyed by thunderstorm§Gorkhapatra, 2000-3-16, Y-99, N-306§§§§1§§§§1§§§§§§§§§§§§§§§§§§§
01328§HAIL STORM§002§Central Region§002006032§Rautahat§§§§2001/5/10§Hailstrom damaged mango fruits.Loss value not mentioned§OTHER§§Gorkhapatra,2001-05-11,Y-101,N-06§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
00074§THUNDERSTORM§004§Mid-Western Region§004012056§Dang§004012056039§TULSIPUR_MUNICIPALIT§ward-6, Bagargaun§2000/3/15§§OTHER§§Gorkhapatra, 2000-3-16, Y-99, N-306§§§§1§§3§§§§§§§§§§§§§§§§§§§§§
97315§THUNDERSTORM§002§Central Region§002006019§Sarlahi§§§Majurwa§1997/12/14§§OTHER§Thunderbolt§Gorkhapatra,1997-12-17,Y-97,N-218§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01329§HAIL STORM§004§Mid-Western Region§004010063§Jumla§004010063009§DIPALGAUN§§2001/5/10§Other neighbour VDCS as Galyangkot,karkik,Patmara were also affected§OTHER§Hailstrom damaged crops§Kantipur,2001-05-11,Y-9,N-83§§§§1§§§§§§§§§§§§§§§§§§§§§§§
00075§THUNDERSTORM§004§Mid-Western Region§004012056§Dang§004012056032§SATBARIYA§§2000/3/15§Other loss value was not mentioned.§OTHER§§Gorkhapatra, 2000-3-16, Y-99, N-306§§§§1§§3§§§§§§§§§§§§§§§§§§§§§
01331§STORM§002§Central Region§002006018§Mahotari§002006018034§Jaleswar Municipalit§§2001/5/9§Electricity wire and School's roofs were damaged§OTHER§§Kantipur,2001-05-11,Y-9,N-83§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01332§HAIL STORM§002§Central Region§002006018§Mahotari§002006018034§Jaleswar Municipalit§Northern part§2001/5/5§Hailstrom damaged Mango Crops§OTHER§§Kantipur,2001-05-11,Y-9,N-83§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97316§THUNDERSTORM§002§Central Region§002006019§Sarlahi§002006019016§ISHWORPUR§Ward No:9§1997/12/14§Thunderbolt in school§OTHER§Thunderbolt§Gorkhapatra,1997-12-17,Y-97,N-218§§§§1§1§10§§§§§§§§§§§§§§§§§§§§§
01333§HAIL STORM§003§Western Region§003008038§Tanahu§003008038023§GHANSIKUWA§§2001/5/10§other VDCs as Bandipur,Baidi,Aabukhaireni,Kota were also affected§OTHER§30-60% of Vegetables crops were damaged§Kantipur,2001-05-11,Y-9,N-83§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97317§SNOW STORM§003§Western Region§003007041§Manang§003007041012§TANKI MANANG§§1997/12/17§Snowfall affected the livlihood of people.§OTHER§§Gorkhapatra,1997-12-18,Y-97,N-219§7.5 ft§§§1§4§§§§§§250§§132§§§§§§§§§§§§§§
97318§RAINS§004§Mid-Western Region§004011061§Jajarkot§004011061018§Majhakot§Ward No:3§1997/12/5§Two male and two female died and one cow was died.§OTHER§Heavy rainfall§Kantipur,1997-12-20,Y-5,N-297§§§§1§4§§§1§§§§§§§§§§§§§§§§§§§
01335§STORM§002§Central Region§002005020§Sindhuli§002005020043§Hatpate§Ratanpur-4§2001/5/3§One School was damaged partially§OTHER§§Kantipur,2001-05-13,Y-9,N-85§§§§1§§§§§§§§§§§§1§§§§§§§§§§§
97319§THUNDERSTORM§003§Western Region§003008037§Lamjung§003008037004§BAHUNDADA§§1997/12/19§One telecommunication tower was affected.§OTHER§Thunderbolt§Kantipur,1997-12-20,Y-5,N-297§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97320§SNOW STORM§003§Western Region§003007041§Manang§003007041001§BHRAKA§Ward No:5§1997/12/17§5 yaks was dead and 5 yaks was missing§OTHER§§Gorkhapatra,1997-12-23,Y-97,N-224§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01338§HAIL STORM§002§Central Region§002005031§Makwanpur§002005031042§DAMAN§§2001/5/12§§OTHER§§Kantipur,2001-05-13,Y-9,N-85§§§§1§§§§§§§§§§§§§§§§§§§§§§§
97321§HAIL STORM§002§Central Region§002005031§Makwanpur§002005031014§HATIYA§Haandikhola,Basamadi,Kalikatar,Manahari,Ambhanjyang,chitwan,§1997/12/24§Hailstorm damaged 1500 hect of vegetable,150 hect of potatoes,1600 hectare of wheat and 500 hect of mustard crops.§OTHER§§Kantipur,1997-12-25,Y-5,N-302§§§§1§§§§§§§§§§§11000000§§§§§§§§§§§§
97322§HAIL STORM§003§Western Region§003008039§Syangja§003008039022§THULADEHI§§1997/12/25§Hailstorm damage 40% of orange fruits.§OTHER§§Kantipur,1997-12-26,Y-5,N-303§§§§1§§§§§§§§§§§1400000§§§§§§§§§§§§
00261§THUNDERSTORM§001§Eastern Region§001003005§Morang§001003005065§Budhanagar§Ward:2§2000/7/8§§OTHER§§Kantipur 2000-07-09,Y-8,N-142§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
97323§RAINS§001§Eastern Region§001003015§Saptari§§§§1997/12/21§10% of rice ,15 % of potatoes ,vegetable and pulse was destroyed.§OTHER§Heavy rainfall§Gorkhapatra,1997-12-27,Y-97,N-228§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01441§THUNDERSTORM§004§Mid-Western Region§004011053§Rolpa§004011053046§SYURI§Talkhang-3§2001/7/13§§OTHER§ Thunder-Storm on house.§Kantipur,2001-7-14,Y-9,N-147.§§§§1§3§§§§§§§§§§§§§§§§§§§§§§
98246§THUNDERSTORM§001§Eastern Region§001003006§Sunsari§001003006004§Babiya§§1998/8/24§Thunderbolt hurt a woman.§OTHER§§Kantipur1998-8-25, Yr-6 ,N-187§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01341§HAIL STORM§002§Central Region§002005031§Makwanpur§§§§2001/5/13§§OTHER§Hailstrom damaged crops§Gorkhapatra,2001-05-14,Y-101,N-08§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01345§HAIL STORM§002§Central Region§002004022§Dolakha§002004022001§Khare§Hailstrom damaged crops§2001/5/14§§OTHER§§Gorkhapatra,2001-05-15,Y-101,N-09§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01348§STORM§005§Far Western Region§005015071§Kailali§§§§2001/5/17§Strom damaged 300 huts and interruption on electricity supply on Some places§OTHER§§Kantipur,2001-05-18,Y-9,N-90§§§§1§§§§300§§§§§§§§§§§§§§§§§§§
00083§STORM§003§Western Region§003008051§Arghakanchi§003008051035§SANDHIDHARKA§§2000/3/23§Loss value was not mentioned§OTHER§§Kantipur2000-3-24,Y-8,n-35§§§§1§§§§§1§§§§§§§§§§§§§§§§§§
00084§THUNDERSTORM§002§Central Region§002004023§Sindhupalchoke§002004023079§Sangachok§ward-8§2000/3/23§§OTHER§§Kantipur2000-3-24,Y-8,n-35§§§§1§§3§§§§§§§§§§§§§§§§§§§§§
01351§HAIL STORM§004§Mid-Western Region§004011054§Rukum§004011054030§POKHARA§§2001/5/19§§OTHER§Hail Storm damaged Crops§Kantipur,2001-05-20,Y-9,N-92§§§§1§§§§§§§§§§§15000000§§§§§§§§§§§§
01352§THUNDERSTORM§003§Western Region§003008038§Tanahu§003008038006§BASANTAPUR§ward-1§2001/5/20§§OTHER§§Gorkhapatra,2001-05-21,Y-101,N-15§§§§1§1§3§§1§§§§§§§§§§§§§§§§§§§
01050§SNOW STORM§004§Mid-Western Region§004010062§Dolpa§§§§2001/2/15§§OTHER§Affect daily life§Gorkhapatra,2001-2-16,Y-100,N-278§§§§1§§§§§§§§§§§§§§§§§§§§§§§
00522§THUNDERSTORM§002§Central Region§002005028§Nuwakot§002005028028§KAKANI§Lamagaun in School§2000/9/21§Thunderstrom in school and destroyed 2 primary school§OTHER§§Kantipur,2000-09-22,Y-8,N-217§§§§1§1§3§§§§§§§§§§2§§§§§§§§§§§
01053§THUNDERSTORM§005§Far Western Region§005015072§Kanchanpur§005015072012§PARASAN§Ward no 8§2001/2/15§§OTHER§Thunderstorm occured on a house§Gorkhapatra,2001-2-18,Y-100,N-280§§§§1§1§2§§§1§§§§§§§§§§§§§§§§§§
00092§STRONG WIND§004§Mid-Western Region§004010062§Dolpa§004010062003§DHAU§sisyanta-2§2000/3/28§§OTHER§§Kantipur,2000-3-29,Y-8,n-41§§§§1§3§§§§§§§§§§§§§§§§§§§§§§
00524§RAINS§004§Mid-Western Region§004011054§Rukum§004011054027§KHALANGA_MUSIKOT§§2000/9/22§Due to time of rice harvesting, the continuous rain destroyed the rice but amount not mentioned§HEAVY RAINS§§Kantipur,2000-09-23,Y-8,N-218§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01361§STORM§002§Central Region§002006018§Mahotari§§§§2001/5/26§Roofs of houses were damaged§OTHER§§Kantipur,2001-05-27,Y-9,N-99§§§§1§§20§§§§§§§§§§1§§§§§§§§§§§
00094§STORM§005§Far Western Region§005013075§Darchula§005013075003§Sunseta§§2000/3/29§1 electricity tower was destroyed.§OTHER§§Gorkhapatra,2000-3-30,Y-99,n-320§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
01362§THUNDERSTORM§002§Central Region§002005030§Dhading§002005030011§SEMJONG§Chautara-4§2001/5/30§§OTHER§§Kantipur,2001-05-31,Y-9,N-103§§§§1§§1§§§§§§§§§§§§§§§§§§§§§
00526§RAINS§004§Mid-Western Region§004011054§Rukum§004011054040§SOBHA§Shova-1,3,6§2000/9/22§3 hectare Maize field was effected but the value was not mentioned§HEAVY RAINS§§Kantipur,2000-09-23,Y-8,N-219§§§§1§§§§§§§§§§§§§§3§§§§§§§§§
00095§HAIL STORM§005§Far Western Region§005013075§Darchula§005013075010§Chhapri§Chandani-4,3,5,8,§2000/3/29§Wheat crops was destroyed but loss value was not reported.§OTHER§§Gorkhapatra,2000-3-30,Y-99,n-320§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01364§THUNDERSTORM§002§Central Region§002005031§Makwanpur§002005031027§BUDHICHAUR§§2001/6/1§23 goats,71 Chickens with one shed was destroyed§OTHER§House and Shed on fire§Gorkhapatrar,2001-06-02,Y-101,N-27§§§§1§2§§§1§§§§§§§§§§§§§§§§§§§
01368§STORM§002§Central Region§002006034§Parsa§§§§2001/6/6§25 trees were fell and electricity,communication and roads were inteerrupted§OTHER§§Kantipur,2001-06-09,Y-9,N-112§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01060§SNOW STORM§004§Mid-Western Region§004010066§Humla§§§Lini and Head Quarter§2001/2/23§§OTHER§Frozen ice distrub on daily life§Gorkhapatra,2001-2-26,Y-100,N-288§1.5 feet§§§1§§§§§§§§§§§§§§§§§§§§§§§
00101§HAIL STORM§005§Far Western Region§005015071§Kailali§§§Eastern VDCs§2000/4/3§Wheat,mostard,pea,and vagetables crops were destroyed.§OTHER§§Gorkhapatra,2000-4-4,Y-99,n-325§§§§1§§§§§§§§§§§1500000§§§§§§§§§§§§
01061§SNOW STORM§004§Mid-Western Region§004011061§Jajarkot§§§Bumramadi, chaur, Bota malika, Kanka, Sundari, Sinja Valley §2001/2/25§§OTHER§Affect on daily lives§Kantipur,2001-2-26,Y-9,N-9§3 feets§§§1§§§§§§§§§§§§§§§§§§§§§§§
00535§HAIL STORM§004§Mid-Western Region§004010066§Humla§004010066002§BARGAUN§Bargaun-1,2,3,4,5,6,7§2000/9/26§2700 quintal of crop damaged but economic losses was damaged§OTHER§§Kantipur,2000-09-27,Y-8,N-222§§§§1§§§§§§§648§§§§§§§§§§§§§§§§
01373§THUNDERSTORM§004§Mid-Western Region§004010062§Dolpa§004010062023§TRIPURAKOT§Rasimajha Gaun-7§2001/6/13§7 Cows were dead and one shed was destroyed§OTHER§§Kantipur,2001-06-14,Y-9,N-117§§§§1§1§1§§§§§§§§§100000§§§§§§§§§§§§
01374§THUNDERSTORM§004§Mid-Western Region§004010062§Dolpa§004010062023§TRIPURAKOT§Pangri-7§2001/6/11§7 oxen  deadas well as one sheds were destroyed§OTHER§§Gorkhapatra,2001-06-15,Y-101,N-40§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01376§THUNDERSTORM§003§Western Region§003008037§Lamjung§§§Okandisthan-8§2001/6/16§§OTHER§§Kantipur,2001-06-17,Y-9,N-120§§§§1§1§§§§1§§§§§§§§§§§§§§§§§§
01464§THUNDERSTORM§002§Central Region§002006033§Bara§002006033055§NIJGADH§Word no -5§2001/7/24§A person was dead slepping in house .§OTHER§Thunder-storm on house.§Kantipur,2001-7-25,Y-9,N-158.§§§§1§1§§§§1§§§§§§§§§§§§§§§§§§
01381§THUNDERSTORM§002§Central Region§002005024§Kavre§002005024005§BANEPA MUNICIPALITY§Ward-4§2001/6/14§§OTHER§§Gorkhapatra,2001-06-17,Y-101,N-42§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
00544§THUNDERSTORM§003§Western Region§003008043§Myagdi§003008043035§RATNE_CHAUR§House§2000/10/9§One Electric transformor damaged§OTHER§Destroying transformal§Kantipur,2000-10-12,Y-8,N-232§§§§1§§2§§§1§§§§§§§§§§§§§§§§§§
00545§THUNDERSTORM§003§Western Region§003008047§Palpa§003008047058§SILUWA§Siruwa-1§2000/10/11§§OTHER§§Gorkhapatra,2000-10-12,Y-100,N-155§§§§1§3§§§1§§§§§§§85000§§§§§§§§§§§§
